hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb
HGNC:40595	TTC3-AS1	TTC3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	21q22.13	21q22.13				TTC3 antisense RNA 1 (non-protein coding)			2011-11-18		2012-08-15	2014-11-19	100874006	ENSG00000228677	OTTHUMG00000086658	uc062aaf.1	BF979681	NR_046651																										TTC3-AS1	
HGNC:41115	TTC21B-AS1	TTC21B antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	2q24.3	02q24.3							2013-10-15			2014-11-19	100506134	ENSG00000224490	OTTHUMG00000154082			NR_038983																										TTC21B-AS1	
HGNC:29336	TTC28-AS1	TTC28 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	22q12.1	22q12.1	KIAA1648		"TTC28AS|TTC28-AS"	"TTC28 antisense RNA (non-protein coding)|TTC28 antisense RNA 1 (non-protein coding)"			2010-07-08	2010-11-25	2012-08-15	2014-11-19	284900	ENSG00000235954	OTTHUMG00000150973	uc003ado.5		NR_026962			11258795																							TTC28-AS1	
HGNC:40851	TTC39A-AS1	TTC39A antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1p32.3	01p32.3							2014-02-02			2014-11-19	102724097	ENSG00000261664	OTTHUMG00000008189		CB128747	NR_123731																										TTC39A-AS1	
HGNC:51321	TTC39C-AS1	TTC39C antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	18q11.2	18q11.2							2014-10-02			2014-10-02	102724246	ENSG00000264745	OTTHUMG00000179404		"DB448536|DB513641|BX102499"	NR_110796																										TTC39C-AS1	
HGNC:41486	TTLL7-IT1	TTLL7 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	1p31.1	01p31.1				TTLL7 intronic transcript 1 (non-protein coding)			2011-05-19		2015-02-25	2015-02-25	100874314	ENSG00000233061	OTTHUMG00000009973	uc057hyj.1																												TTLL7-IT1	
HGNC:41159	TTLL10-AS1	TTLL10 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1p36.33	01p36.33				TTLL10 antisense RNA 1 (non-protein coding)			2011-11-18		2012-08-15	2014-11-19	100506376	ENSG00000205231	OTTHUMG00000000850	uc001acx.2	AK128833	XR_132470																										TTLL10-AS1	
HGNC:24214	TTLL11-IT1	TTLL11 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	9q34.11	09q34.11			C9orf148	"chromosome 9 open reading frame 148|TTLL11 intronic transcript 1 (non-protein coding)"			2004-05-27	2012-04-03	2015-02-25	2016-08-22	105376261	ENSG00000237548	OTTHUMG00000020596	uc004bls.1																												TTLL11-IT1	
HGNC:44124	TTN-AS1	TTN antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	2q31.2	02q31.2				TTN antisense RNA 1 (non-protein coding)			2012-06-23		2012-08-15	2019-07-12	100506866	ENSG00000237298	OTTHUMG00000133536	uc061qcw.1	BC041357	NR_038272			"29101304|31173403"																							TTN-AS1	
HGNC:14022	TTTY1	testis-specific transcript, Y-linked 1	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	"TTY1|NCRNA00033|LINC00033"	"non-protein coding RNA 33|long intergenic non-protein coding RNA 33"		"testis-specific transcript, Y-linked 1|testis-specific transcript, Y-linked 1 (non-protein coding)"			2001-09-21		2018-05-16	2018-05-16	50858	ENSG00000129845	OTTHUMG00000046226	uc004fsm.3	AF000990	NR_001538																										TTTY1	
HGNC:37981	TTTY1B	testis-specific transcript, Y-linked 1B	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2				testis-specific transcript, Y-linked 1B (non-protein coding)			2010-03-16		2018-05-16	2018-05-16	100101116	ENSG00000129816	OTTHUMG00000040984	uc004fqt.3		NR_003589																										TTTY1B	
HGNC:14023	TTTY2	testis-specific transcript, Y-linked 2	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	"TTY2|lINC00109"	long intergenic non-protein coding RNA 109		"testis-specific transcript, Y-linked 2|testis-specific transcript, Y-linked 2 (non-protein coding)"			2001-09-21		2018-05-16	2018-05-16	60439	ENSG00000212855	OTTHUMG00000046230	uc065crc.1	AF000991	NR_001536																										TTTY2	
HGNC:37982	TTTY2B	testis-specific transcript, Y-linked 2B	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2				testis-specific transcript, Y-linked 2B (non-protein coding)			2010-03-16		2018-05-16	2018-05-16	100101117	ENSG00000212856	OTTHUMG00000040980	uc065cqa.1		NR_003590																										TTTY2B	
HGNC:16480	TTTY3	testis-specific transcript, Y-linked 3	non-coding RNA	RNA, long non-coding	Approved	Yq11.23	Yq11.23	"TTY3|TTTY3A|LINC00121"	long intergenic non-protein coding RNA 121		"testis-specific transcript, Y-linked 3|testis-specific transcript, Y-linked 3 (non-protein coding)"			2001-09-21		2018-05-16	2018-05-16	114760	ENSG00000231141	OTTHUMG00000045256	uc004fxg.1	AF332230	NR_001524								400036																		TTTY3	
HGNC:31888	TTTY3B	testis-specific transcript, Y-linked 3B	non-coding RNA	RNA, long non-coding	Approved	Yq11.23	Yq11.23	LNCRNA00122	long intergenic non-protein coding RNA 122		"testis-specific transcript, Y-linked 3B|testis-specific transcript, Y-linked 3B (non-protein coding)"			2005-01-06		2018-05-16	2018-05-16	474148	ENSG00000280961	OTTHUMG00000189591	uc004fvy.1		NR_002176																										TTTY3B	
HGNC:16481	TTTY4	testis-specific transcript, Y-linked 4	non-coding RNA	RNA, long non-coding	Approved	Yq11.223	Yq11.223	"TTY4|TTTY4A|LINC00123"	long intergenic non-protein coding RNA 123		"testis-specific transcript, Y-linked 4|testis-specific transcript, Y-linked 4 (non-protein coding)"			2001-09-21		2018-05-16	2018-05-16	114761	ENSG00000226906	OTTHUMG00000045294	uc011nbi.2	AF332231	NR_001525								400037																		TTTY4	
HGNC:31891	TTTY4B	testis-specific transcript, Y-linked 4B	non-coding RNA	RNA, long non-coding	Approved	Yq11.23	Yq11.23	LINC00124	long intergenic non-protein coding RNA 124		"testis-specific transcript, Y-linked 4B|testis-specific transcript, Y-linked 4B (non-protein coding)"			2005-01-06		2018-05-16	2018-05-16	474149	ENSG00000235412	OTTHUMG00000045296	uc004fwh.3		NR_002178																										TTTY4B	
HGNC:31892	TTTY4C	testis-specific transcript, Y-linked 4C	non-coding RNA	RNA, long non-coding	Approved	Yq11.23	Yq11.23	LINC00125	long intergenic non-protein coding RNA 125		"testis-specific transcript, Y-linked 4C|testis-specific transcript, Y-linked 4C (non-protein coding)"			2005-01-06		2018-05-16	2018-05-16	474150	ENSG00000228296	OTTHUMG00000045200	uc011nbv.2		NR_002177																										TTTY4C	
HGNC:16482	TTTY5	testis-specific transcript, Y-linked 5	non-coding RNA	RNA, long non-coding	Approved	Yq11.223	Yq11.223	"TTY5|LINC00126"	long intergenic non-protein coding RNA 126		"testis-specific transcript, Y-linked 5|testis-specific transcript, Y-linked 5 (non-protein coding)"			2001-09-21		2018-05-16	2018-05-16	83863	ENSG00000215560	OTTHUMG00000043578	uc004fvb.3	AF332236	NR_001541								400038																		TTTY5	
HGNC:16483	TTTY6	testis-specific transcript, Y-linked 6	non-coding RNA	RNA, long non-coding	Approved	Yq11.223	Yq11.223	"TTY6|TTTY6A|LINC00127"	long intergenic non-protein coding RNA 127		"testis-specific transcript, Y-linked 6|testis-specific transcript, Y-linked 6 (non-protein coding)"			2001-09-21		2018-05-16	2018-05-16	84672	ENSG00000131538	OTTHUMG00000046220	uc022coj.2	AF332237	NR_001527								400039																		TTTY6	
HGNC:31887	TTTY6B	testis-specific transcript, Y-linked 6B	non-coding RNA	RNA, long non-coding	Approved	Yq11.223	Yq11.223	LINC00128	long intergenic non-protein coding RNA 128		"testis-specific transcript, Y-linked 6B|testis-specific transcript, Y-linked 6B (non-protein coding)"			2005-01-06		2018-05-16	2018-05-16	441543	ENSG00000131548	OTTHUMG00000043580	uc022cog.2	AY597808	NR_002175																										TTTY6B	
HGNC:18488	TTTY7	testis-specific transcript, Y-linked 7	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	"LINC00129|TTTY7A"	long intergenic non-protein coding RNA 129		"testis-specific transcript, Y-linked 7|testis-specific transcript, Y-linked 7 (non-protein coding)"			2002-05-22		2018-05-16	2018-05-16	246122	ENSG00000147753	OTTHUMG00000040981	uc004fqw.3	AF332232	NR_001534																										TTTY7	
HGNC:37463	TTTY7B	testis-specific transcript, Y-linked 7B	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	NCRNA00215	non-protein coding RNA 215		testis-specific transcript, Y-linked 7B (non-protein coding)			2009-10-16		2018-05-16	2018-05-16	100101120	ENSG00000147761	OTTHUMG00000046238	uc004fsi.3	BX089948	NR_003592																										TTTY7B	
HGNC:18489	TTTY8	testis-specific transcript, Y-linked 8	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	"TTY8|NCRNA00130|LINC00130"	"non-protein coding RNA 130|long intergenic non-protein coding RNA 130"		"testis-specific transcript, Y-linked 8|testis-specific transcript, Y-linked 8 (non-protein coding)"			2002-05-22		2018-05-16	2018-05-16	84673	ENSG00000183385	OTTHUMG00000046237	uc065crb.1	AF332234	NR_001533																										TTTY8	
HGNC:37622	TTTY8B	testis-specific transcript, Y-linked 8B	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	NCRNA00217	non-protein coding RNA 217		testis-specific transcript, Y-linked 8B (non-protein coding)			2009-11-19		2018-05-16	2018-05-16	100101118	ENSG00000185700	OTTHUMG00000040982	uc065cqb.1		NR_003591																										TTTY8B	
HGNC:18490	TTTY9A	testis-specific transcript, Y-linked 9A	non-coding RNA	RNA, long non-coding	Approved	Yq11.222	Yq11.222	"TTY9|NCRNA00131"	non-protein coding RNA 131	TTTY9	"testis-specific transcript, Y-linked 9|testis-specific transcript, Y-linked 9A (non-protein coding)"			2002-05-22	2005-12-16	2018-05-16	2018-05-16	83864				AF332238	NR_001530																										TTTY9A	
HGNC:32425	TTTY9B	testis-specific transcript, Y-linked 9B	non-coding RNA	RNA, long non-coding	Approved	Yq11.222	Yq11.222	NCRNA00132	non-protein coding RNA 132		"testis-specific transcript, Y-linked 9B|testis-specific transcript, Y-linked 9B (non-protein coding)"			2005-12-16		2018-05-16	2018-05-16	425057	ENSG00000131007	OTTHUMG00000041950	uc004fts.1		NR_002159			12815422																							TTTY9B	
HGNC:18491	TTTY10	testis-specific transcript, Y-linked 10	non-coding RNA	RNA, long non-coding	Approved	Yq11.223	Yq11.223	NCRNA00133	non-protein coding RNA 133		"testis-specific transcript, Y-linked 10|testis-specific transcript, Y-linked 10 (non-protein coding)"			2002-05-22		2018-05-16	2018-05-16	246119	ENSG00000229236	OTTHUMG00000036431	uc004fuj.1	AF332239	NR_001542		Q9BZA0	28797257																							TTTY10	
HGNC:18492	TTTY11	testis-specific transcript, Y-linked 11	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	"TTY11|NCRNA00134"	non-protein coding RNA 134		"testis-specific transcript, Y-linked 11|testis-specific transcript, Y-linked 11 (non-protein coding)"			2002-05-22		2018-05-16	2018-05-16	83866	ENSG00000180910	OTTHUMG00000041259	uc004frk.4	AF332240	NR_001548																										TTTY11	
HGNC:18493	TTTY12	testis-specific transcript, Y-linked 12	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	"TTY11|NCRNA00135"	non-protein coding RNA 135		"testis-specific transcript, Y-linked 12|testis-specific transcript, Y-linked 12 (non-protein coding)"			2002-05-22		2018-05-16	2018-05-16	83867	ENSG00000237048	OTTHUMG00000067560	uc004frh.4	AF332241	NR_001551		Q9BZ98																								TTTY12	
HGNC:18494	TTTY13	testis-specific transcript, Y-linked 13	non-coding RNA	RNA, long non-coding	Approved	Yq11.223	Yq11.223	"TTY13|NCRNA00136"	non-protein coding RNA 136		"testis-specific transcript, Y-linked 13|testis-specific transcript, Y-linked 13 (non-protein coding)"			2002-05-22		2018-05-16	2018-05-16	83868	ENSG00000184991	OTTHUMG00000043583	uc004fus.3	AF332242	NR_001537		Q9BZ97																								TTTY13	
HGNC:38596	TTTY13B	testis-specific transcript, Y-linked 13B	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2							2010-07-02		2010-07-02	2012-10-12	100287735																																
HGNC:38613	TTTY13C	testis-specific transcript, Y-linked 13C	non-coding RNA	RNA, long non-coding	Approved	Yp11.2 not on reference assembly	Yp11.2 not on reference assembly							2010-07-22			2019-06-28	100287979																																
HGNC:18495	TTTY14	testis-specific transcript, Y-linked 14	non-coding RNA	RNA, long non-coding	Approved	Yq11.222	Yq11.222	"TTY14|NCRNA00137|PRO2834"	non-protein coding RNA 137	"NCRNA00185|CYorf14"	"testis-specific transcript, Y-linked 14|non-protein coding RNA 185|chromosome Y open reading frame 14|testis-specific transcript, Y-linked 14 (non-protein coding)"			2002-05-22		2018-05-16	2018-05-16	83869	ENSG00000176728	OTTHUMG00000036505	uc065ctn.1	AF332243	NR_001543																										TTTY14	
HGNC:18567	TTTY15	testis-specific transcript, Y-linked 15	non-coding RNA	RNA, long non-coding	Approved	Yq11.221	Yq11.221	"DKFZP434I143|NCRNA00138"	non-protein coding RNA 138		"testis-specific transcript, Y-linked 15|testis-specific transcript, Y-linked 15 (non-protein coding)"			2002-05-22		2018-05-16	2019-07-24	64595	ENSG00000233864	OTTHUMG00000036468	uc004fss.4	AL080135	NR_001545			31311130																							TTTY15	
HGNC:18840	TTTY16	testis-specific transcript, Y-linked 16	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	NCRNA00139	non-protein coding RNA 139		"testis-specific transcript, Y-linked 16|testis-specific transcript, Y-linked 16 (non-protein coding)"			2002-07-22		2018-05-16	2018-05-16	252948	ENSG00000225520	OTTHUMG00000041019	uc004frf.1		NR_001552																										TTTY16	
HGNC:18841	TTTY17A	testis-specific transcript, Y-linked 17A	non-coding RNA	RNA, long non-coding	Approved	Yq11.223	Yq11.223	NCRNA00140	non-protein coding RNA 140	TTTY17	"testis-specific transcript, Y-linked 17|testis-specific transcript, Y-linked 17A|testis-specific transcript, Y-linked 17A (non-protein coding)"			2002-07-22	2006-09-21	2018-05-16	2018-05-16	252949	ENSG00000228240	OTTHUMG00000043854	uc004fvi.3	AF527829	NR_001526								400040																		TTTY17A	
HGNC:31889	TTTY17B	testis-specific transcript, Y-linked 17B	non-coding RNA	RNA, long non-coding	Approved	Yq11.23	Yq11.23	NCRNA00141	non-protein coding RNA 141		"testis-specific transcript, Y-linked 17B|testis-specific transcript, Y-linked 17B (non-protein coding)"			2005-01-06		2018-05-16	2018-05-16	474151	ENSG00000227439	OTTHUMG00000046228	uc004fwg.3		NR_002180																										TTTY17B	
HGNC:31890	TTTY17C	testis-specific transcript, Y-linked 17C	non-coding RNA	RNA, long non-coding	Approved	Yq11.23	Yq11.23	NCRNA00142	non-protein coding RNA 142		"testis-specific transcript, Y-linked 17C|testis-specific transcript, Y-linked 17C (non-protein coding)"			2005-01-06		2018-05-16	2018-05-16	474152	ENSG00000223641	OTTHUMG00000045207	uc004fwt.3		NR_002179																										TTTY17C	
HGNC:18842	TTTY18	testis-specific transcript, Y-linked 18	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	NCRNA00143	non-protein coding RNA 143		"testis-specific transcript, Y-linked 18|testis-specific transcript, Y-linked 18 (non-protein coding)"			2002-07-22		2018-05-16	2018-05-16	252950	ENSG00000233699	OTTHUMG00000041267	uc004fri.1		NR_001550																										TTTY18	
HGNC:18843	TTTY19	testis-specific transcript, Y-linked 19	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	NCRNA00144	non-protein coding RNA 144		"testis-specific transcript, Y-linked 19|testis-specific transcript, Y-linked 19 (non-protein coding)"			2002-07-22		2018-05-16	2018-05-16	252952	ENSG00000232419	OTTHUMG00000041268	uc004frj.1		NR_001549																										TTTY19	
HGNC:18844	TTTY20	testis-specific transcript, Y-linked 20	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	NCRNA00145	non-protein coding RNA 145		"testis-specific transcript, Y-linked 20|testis-specific transcript, Y-linked 20 (non-protein coding)"			2002-07-22		2018-05-16	2018-05-16	252951	ENSG00000232808	OTTHUMG00000041537	uc004frm.3		NR_001546																										TTTY20	
HGNC:18845	TTTY21	testis-specific transcript, Y-linked 21	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	NCRNA00146	non-protein coding RNA 146		"testis-specific transcript, Y-linked 21|testis-specific transcript, Y-linked 21 (non-protein coding)"			2002-07-22		2018-05-16	2018-05-16	252953	ENSG00000228890	OTTHUMG00000046232	uc004fsk.1		NR_001535																											
HGNC:37980	TTTY21B	testis-specific transcript, Y-linked 21B	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2				testis-specific transcript, Y-linked 21B (non-protein coding)			2010-03-16		2018-05-16	2018-05-16	100101115	ENSG00000237563	OTTHUMG00000040983	uc004fqv.3		NR_003588																											
HGNC:18846	TTTY22	testis-specific transcript, Y-linked 22	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	NCRNA00147	non-protein coding RNA 147		"testis-specific transcript, Y-linked 22|testis-specific transcript, Y-linked 22 (non-protein coding)"			2002-07-22		2018-05-16	2018-05-16	252954	ENSG00000224075	OTTHUMG00000041601	uc004fsn.1		NR_001539			29209947																							TTTY22	
HGNC:18847	TTTY23	testis-specific transcript, Y-linked 23	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2	NCRNA00148	non-protein coding RNA 148		"testis-specific transcript, Y-linked 23|testis-specific transcript, Y-linked 23 (non-protein coding)"			2002-07-22		2018-05-16	2018-05-16	252955	ENSG00000239225	OTTHUMG00000046234	uc004fso.1		NR_001540																										TTTY23	
HGNC:37983	TTTY23B	testis-specific transcript, Y-linked 23B	non-coding RNA	RNA, long non-coding	Approved	Yp11.2	Yp11.2				testis-specific transcript, Y-linked 23B (non-protein coding)			2010-03-16		2018-05-16	2018-05-30	100101121	ENSG00000250204	OTTHUMG00000036006	uc004fqq.1		NR_003593																										TTTY23B	
HGNC:51120	TUB-AS1	TUB antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	11p15.4	11p15.4							2014-07-30			2014-07-30	101927917	ENSG00000248332	OTTHUMG00000165692			NR_120537																										TUB-AS1	
HGNC:26066	TUG1	taurine up-regulated 1	non-coding RNA	RNA, long non-coding	Approved	22q12.2	22q12.2	"FLJ20618|NCRNA00080|LINC00080"	"non-protein coding RNA 80|long intergenic non-protein coding RNA 80"		"taurine upregulated 1 (non-protein coding)|taurine up-regulated 1 (non-protein coding)"			2008-09-02		2018-05-16	2018-05-16	55000	ENSG00000253352	OTTHUMG00000030444	uc003ajh.4	AK057695	NR_002323			"15797018|22961206|23801869|24381249|28205334"	MGI:2144114	RGD:9685395			614971														tug1				TUG1	
HGNC:44088	TUNAR	TCL1 upstream neural differentiation-associated RNA	non-coding RNA	RNA, long non-coding	Approved	14q32.2	14q32.2	"TUNA|HI-LNC78"	"Tcl1 upstream neuron-associated lincRNA|Human Islet Long Non Coding RNA 78"	LINC00617	"long intergenic non-protein coding RNA 617|TCL1A upstream neural differentiation-associated RNA"			2012-06-20	2014-02-18	2014-03-04	2017-11-30	100507043	ENSG00000250366	OTTHUMG00000171392		AK023027	NR_038861			"24530304|22196729|23040067"	MGI:1917202				615719																		TUNAR	
HGNC:27701	TUSC7	tumor suppressor candidate 7	non-coding RNA	RNA, long non-coding	Approved	3q13.31	03q13.31	"LINC00902|LOC285194"		"NCRNA00295|LSAMP-AS3"	"non-protein coding RNA 295|LSAMP antisense RNA 3|tumor suppressor candidate 7 (non-protein coding)"			2010-11-18	2013-05-21	2018-05-16	2018-05-16	285194	ENSG00000243197	OTTHUMG00000159329		BC035185	NR_015391			"20048075|23680400|28214867"					616057														tusc7				TUSC7	
HGNC:49111	TUSC8	tumor suppressor candidate 8	non-coding RNA	RNA, long non-coding	Approved	13q14.11	13q14.11	XLOC_010588		LINC01071	"long intergenic non-protein coding RNA 1071|tumor suppressor candidate 8 (non-protein coding)"			2013-09-05	2014-03-31	2018-05-16	2018-05-16	400128	ENSG00000237361	OTTHUMG00000016834		BC025370	NR_104174			24667250																							TUSC8	
HGNC:30008	TXNDC12-AS1	TXNDC12 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1p32.3	01p32.3							2013-09-05			2014-11-19	104355143	ENSG00000228369	OTTHUMG00000008632		AI221303	NR_126385																										TXNDC12-AS1	
HGNC:49083	UBA6-AS1	UBA6 antisense RNA 1 (head to head)	non-coding RNA	RNA, long non-coding	Approved	4q13.2	04q13.2	LOC550112						2013-08-23			2014-01-15	550112	ENSG00000248049	OTTHUMG00000160769			NR_015439																										UBA6-AS1	
HGNC:42502	UBAC2-AS1	UBAC2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	13q32.3	13q32.3				UBAC2 antisense RNA 1 (non-protein coding)			2011-08-02		2012-08-15	2014-11-19	100289373	ENSG00000228889	OTTHUMG00000017261	uc001vny.3		NR_036531																										UBAC2-AS1	
HGNC:54095	UBE2D3-AS1	UBE2D3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	4q24	04q24							2018-11-04			2018-11-04	105377348	ENSG00000246560				NR_131185																											
HGNC:40598	UBE2E1-AS1	UBE2E1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3p24.3	03p24.3				UBE2E1 antisense RNA 1 (non-protein coding)			2011-07-07		2012-08-15	2014-11-19	100874092	ENSG00000223791	OTTHUMG00000155580	uc062hmp.1		NR_046652																										UBE2E1-AS1	
HGNC:44512	UBE2E2-AS1	UBE2E2 antisense RNA 1 (head to head)	non-coding RNA	RNA, long non-coding	Approved	3p24.3	03p24.3							2012-11-13			2012-11-13	100505877	ENSG00000233153	OTTHUMG00000155608	uc062hmd.1		NR_136176																										UBE2E2-AS1	
HGNC:40722	UBE2Q1-AS1	UBE2Q1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1q21.3	01q21.3				UBE2Q1 antisense RNA 1 (non-protein coding)			2011-12-05		2012-08-15	2014-11-19	100874097	ENSG00000229780	OTTHUMG00000037263	uc057lip.1	AW070285	NR_046668																										UBE2Q1-AS1	
HGNC:49911	UBE2R2-AS1	UBE2R2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	9p13.3	09p13.3							2014-03-21			2019-07-17	101929665	ENSG00000235481	OTTHUMG00000000421		HG501976				31123407																								
HGNC:48614	UBL7-AS1	UBL7 antisense RNA 1 (head to head)	non-coding RNA	RNA, long non-coding	Approved	15q24.1	15q24.1							2013-05-24		2013-05-24	2013-05-24	440288	ENSG00000247240	OTTHUMG00000172644			NR_038448																										UBL7-AS1	
HGNC:44111	UBOX5-AS1	UBOX5 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	20p13	20p13				UBOX5 antisense RNA 1 (non-protein coding)			2012-06-23		2012-08-15	2012-10-12	100134015	ENSG00000235958	OTTHUMG00000031730	uc002whv.2	AK097516	NR_038395																										UBOX5-AS1	
HGNC:51661	UBR5-AS1	UBR5 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	8q22.3	08q22.3							2015-04-24			2015-04-24	101927221	ENSG00000246263	OTTHUMG00000164878			NR_125415																										UBR5-AS1	
HGNC:41227	UBXN7-AS1	UBXN7 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3q29	03q29				UBXN7 antisense RNA 1 (non-protein coding)			2011-07-07		2012-08-15	2014-11-18	100874034	ENSG00000225822	OTTHUMG00000155674	uc062sbo.1		NR_046745																										UBXN7-AS1	
HGNC:41141	UBXN10-AS1	UBXN10 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1p36.12	01p36.12							2013-12-10			2014-11-18	101928017	ENSG00000225986	OTTHUMG00000002706		AI288607	NR_110078																										UBXN10-AS1	
HGNC:37126	UCA1	urothelial cancer associated 1	non-coding RNA	RNA, long non-coding	Approved	19p13.12	19p13.12	"LINC00178|CUDR|UCAT1|onco-lncRNA-36"	"long intergenic non-protein coding RNA 178|cancer up-regulated drug resistant"		urothelial cancer associated 1 (non-protein coding)			2009-07-15		2018-05-16	2018-05-16	652995	ENSG00000214049	OTTHUMG00000182287	uc002nbr.5	BC005351	NR_015379			"18501714|17416635|23801869|27854515"					617500														uca1				UCA1	
HGNC:40600	UCHL1-AS1	UCHL1 antisense RNA 1 (head to head)	non-coding RNA	RNA, long non-coding	Approved	4p13	04p13							2012-12-01			2014-11-19	101410542	ENSG00000251173	OTTHUMG00000160405	uc031sec.1	"DB169394|CN277289"	NR_102709																										UCHL1-AS1	
HGNC:31967	UCKL1-AS1	UCKL1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	20q13.33	20q13.33	FLJ46647		"UCKL1OS|UCKL1AS|UCKL1-AS"	"uridine-cytidine kinase 1-like 1 opposite strand|UCKL1 antisense RNA (non-protein coding)|UCKL1 antisense RNA 1 (non-protein coding)"			2007-07-25	2010-11-25	2012-08-15	2012-10-12	100113386	ENSG00000280213	OTTHUMG00000187354	uc061yql.1	AK128497	NR_027287																										UCKL1-AS1	
HGNC:41007	UFL1-AS1	UFL1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	6q16.1	06q16.1				UFL1 antisense RNA 1 (non-protein coding)			2011-12-05		2012-08-15	2014-11-19	100861530	ENSG00000233797	OTTHUMG00000015237	uc063qdw.1	"BM126999|BM127608"	XR_001744265																										UFL1-AS1	
HGNC:40601	UGDH-AS1	UGDH antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	4p14	04p14				UGDH antisense RNA 1 (non-protein coding)			2011-11-07		2012-08-15	2018-06-15	100885776	ENSG00000249348	OTTHUMG00000160540	uc003gum.3		NR_047679			29901136																							UGDH-AS1	
HGNC:51824	UMLILO	upstream master lncRNA of the inflammatory chemokine locus	non-coding RNA	RNA, long non-coding	Approved	4q13.3	04q13.3							2018-12-11			2018-12-12	114515515	ENSG00000228277	OTTHUMG00000151319						30531872																								
HGNC:23821	UMODL1-AS1	UMODL1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	21q22.3	21q22.3	FLJ33471		C21orf128	chromosome 21 open reading frame 128			2003-12-15	2014-10-01	2014-10-01	2014-10-01	150147	ENSG00000184385	OTTHUMG00000086790			NR_027243		Q8N2C9																								UMODL1-AS1	
HGNC:45096	UNC5B-AS1	UNC5B antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	10q22.1	10q22.1	UASR1						2013-02-14			2019-06-19	728978	ENSG00000237512	OTTHUMG00000018423	uc021psk.1		NR_038453			"30805847|31205563"																							UNC5B-AS1	
HGNC:40603	UPK1A-AS1	UPK1A antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	19q13.12	19q13.12				UPK1A antisense RNA 1 (non-protein coding)			2011-11-18		2012-08-15	2014-11-19	100862728	ENSG00000226510	OTTHUMG00000048113	uc002oax.2	BC007817	NR_046420																										UPK1A-AS1	
