lncrna	Interacting partner	Interaction Class	Interaction Mode	Organism	Description	Tissue	Phenotype	Method	Pubmed id	
RNY1	HNRNPK	RNA-Protein	Binding	Homo sapiens	The heterogeneous nuclear ribonucleoproteins (hnRNP) I and K are able to associate with a subset of hY RNAs in vitro and demonstrate these interactions to occur also in vivo in a yeast three-hybrid system.	nan	nan	in Vitro and in vivo	11279198	
RNY1	PTBP1	RNA-Protein	Binding	Homo sapiens	The heterogeneous nuclear ribonucleoproteins (hnRNP) I and K are able to associate with a subset of hY RNAs in vitro and demonstrate these interactions to occur also in vivo in a yeast three-hybrid system.	nan	nan	in Vitro and in vivo	11279198	
RNY1	TRIM21	RNA-Protein	Binding	Homo sapiens	Binding of Ro52 to hY1 RNA required the presence of Ro60, which strongly suggests that the association of Ro52 with Ro RNPs is mediated by protein-protein interactions between Ro60 and Ro52.	nan	nan	RNA immunoprecipitation (RIP)	1383550	
RNY1	TROVE2	RNA-Protein	Binding	Homo sapiens	By immunodepletion of HeLa S100 extracts for either Ro60, Ro52 or La, followed by supplementation with recombinant Ro60 or La, it was demonstrated that both Ro60 and La bind to hY1 RNA directly without being influenced by one of the other proteins.	nan	nan	RNA immunoprecipitation (RIP)	1383550	
RNY1	SSB	RNA-Protein	Binding	Homo sapiens	By immunodepletion of HeLa S100 extracts for either Ro60, Ro52 or La, followed by supplementation with recombinant Ro60 or La, it was demonstrated that both Ro60 and La bind to hY1 RNA directly without being influenced by one of the other proteins.	nan	nan	RNA immunoprecipitation (RIP)	1383550	
RNY3	NCL	RNA-Protein	Binding	Homo sapiens	Nucleolin binds to the hY1 and hY3 RNPs both in vivo and in vitro.	nan	nan	in vitro hY RNA-binding assay	12096904	
RNY3	HNRNPK	RNA-Protein	Binding	Homo sapiens	The heterogeneous nuclear ribonucleoproteins (hnRNP) I and K are able to associate with a subset of hY RNAs in vitro and demonstrate these interactions to occur also in vivo in a yeast three-hybrid system.	nan	nan	in Vitro and in vivo	11279198	
RNY3	PTBP1	RNA-Protein	Binding	Homo sapiens	The heterogeneous nuclear ribonucleoproteins (hnRNP) I and K are able to associate with a subset of hY RNAs in vitro and demonstrate these interactions to occur also in vivo in a yeast three-hybrid system.	nan	nan	in Vitro and in vivo	11279198	
RNY3	TROVE2	RNA-Protein	Binding	Homo sapiens	Small cytoplasmic RNAs are stably associated with at least two proteins, Ro60 and La, to form Ro ribonucleoprotein complexes.	nan	nan	RNA immunoprecipitation (RIP)	1383550	
RNY3	SSB	RNA-Protein	Binding	Homo sapiens	Small cytoplasmic RNAs are stably associated with at least two proteins, Ro60 and La, to form Ro ribonucleoprotein complexes.	nan	nan	RNA immunoprecipitation (RIP)	1383550	
RNY4	TROVE2	RNA-Protein	Binding	Homo sapiens	Small cytoplasmic RNAs are stably associated with at least two proteins, Ro60 and La, to form Ro ribonucleoprotein complexes.	nan	nan	RNA immunoprecipitation (RIP)	1383550	
RNY4	SSB	RNA-Protein	Binding	Homo sapiens	Small cytoplasmic RNAs are stably associated with at least two proteins, Ro60 and La, to form Ro ribonucleoprotein complexes.	nan	nan	RNA immunoprecipitation (RIP)	1383550	
RNY5	TROVE2	RNA-Protein	Binding	Homo sapiens	Small cytoplasmic RNAs are stably associated with at least two proteins, Ro60 and La, to form Ro ribonucleoprotein complexes.	nan	nan	RNA immunoprecipitation (RIP)	1383550	
RNY5	SSB	RNA-Protein	Binding	Homo sapiens	Small cytoplasmic RNAs are stably associated with at least two proteins, Ro60 and La, to form Ro ribonucleoprotein complexes.	nan	nan	RNA immunoprecipitation (RIP)	1383550	
roX1	msl-2	RNA-Protein	Binding	Drosophila melanogaster	roX1 and roX2 are bound by MLE and MSL2	nan	enhance the possibility of short- and long-range interactions on the X chromosome.	iCLIP	23870142	
roX1	mle	RNA-Protein	Binding	Drosophila melanogaster	roX1 and roX2 are bound by MLE and MSL2	nan	enhance the possibility of short- and long-range interactions on the X chromosome.	iCLIP	23870142	
roX1	msl-1	RNA-Protein	Binding	Drosophila melanogaster	rox1RNA and MSL-1 protein are colocalized to exactly the same chromosomal bands	nan	nan	In vitro	10445033	
roX2	msl-2	RNA-Protein	Binding	Drosophila melanogaster	roX1 and roX2 are bound by MLE and MSL2	nan	enhance the possibility of short- and long-range interactions on the X chromosome.	iCLIP	23870142	
roX2	mle	RNA-Protein	Binding	Drosophila melanogaster	roX1 and roX2 are bound by MLE and MSL2	nan	enhance the possibility of short- and long-range interactions on the X chromosome.	iCLIP	23870142	
RUNXOR	EZH2	RNA-Protein	Binding	Homo sapiens	RUNXOR binds RUNX1 protein and EZH2 to the gene promoter	Leukemic cells	nan	RNA immunoprecipitation (RIP)	24752773	
SCA8	stau	RNA-Protein	Binding	Drosophila melanogaster	SCA8 can recruit Staufen	nan	nan	in vitro	14972680	
shlnc-EC6	Rac1	RNA-Protein	Binding	Mus musculus	Rac1 is a direct target of shlnc-EC6	erythropoiesis	regulate mouse erythropoiesis	Duel luciferase reporter assays	26098172	
Six3os1	Eya1	RNA-Protein	Binding	Mus musculus	Ezh2 and Eya1/3/4 directly bind Six3OS.	retina	nan	RIP	21936910	
Six3os1	Eya3	RNA-Protein	Binding	Mus musculus	Ezh2 and Eya1/3/4 directly bind Six3OS.	retina	nan	RIP	21936910	
Six3os1	Eya4	RNA-Protein	Binding	Mus musculus	Ezh2 and Eya1/3/4 directly bind Six3OS.	retina	nan	RIP	21936910	
Six3os1	Ezh2	RNA-Protein	Binding	Mus musculus	Ezh2 and Eya1/3/4 directly bind Six3OS	retina	retinal progenitor	RIP	21936910	
sme2	mei2	RNA-Protein	Binding	Schizosaccharomyces pombe 972h-	meiRNA interacts with mei2 RNA-binding protein, essential for the initiation of premeiotic DNA synthesis and meiosis.	nan	nan	in vivo and in vitro	7520368	
Snord116	Rbbp5	RNA-Protein	Binding	Mus musculus	116HG binds to RBBP5 and target loci genome wide	nan	balance energy consumption	ChIRP-seq	23771028	
SOX2-OT	EZH2	RNA-Protein	Regulation	Homo sapiens	knocking down Sox2ot decreased EZH2 expression	lung squamous cell carcinoma	knocking down Sox2ot inhibited cell proliferation	qPCR, RNAi and RIP 	24927902	
SPRY4-IT1	ZNF703	RNA-Protein	Regulation	Homo sapiens	ZNF703 was a target of SPRY4-IT1 and was downregulated by SPRY4-IT1 knockdown.	nan	ZNF703 overexpression partially compromised the effects of knockdown of SPRY40-IT1 on breast cancer proliferation/apoptosis	in vitro	25742952	
SPRY4-IT1	LPIN2	RNA-Protein	Binding	Homo sapiens	SPRY4-IT1 Is Localized to the Polysome Fraction and Binds the Lipid Phosphatase Lipin 2	melanoma cells	induce apoptosis	RIP	25344859	
SPRY4-IT1	EZH2	RNA-Protein	Binding	Homo sapiens	Chromatin immunoprecipitation assays indicated that EZH2 could directly bind to the SPRY4-IT1 promoter region (192 to 362bp) and mediate H3K27me3 modification 	NSCLC tissue	SPRY4-IT1 promotes NSCLC cell proliferation and metastasis	ChIP and Luciferase assays	24967960	
SRA1	SPEN	RNA-Protein	Binding	Homo sapiens	SHARP binds the RNA coactivator SRA(SHARP directly binds SRA RNA)	nan	nan	in vitro	11331609	
ssrS	rpoD	RNA-Protein	Binding	Escherichia coli	these results indicate the interaction between 6S RNA and 70-holoenzyme is specific and direct.	nan	nan	RIP	22976942	
TARID	GADD45A	RNA-Protein	Binding	Homo sapiens	TARID interacts with both the TCF21 promoter and GADD45A, a regulator of DNA demethylation.	human cancer cells and HEK293 cell	TARID directs demethylation and activation of the tumor suppressor TCF21	RNA Pull-Down Assays and Northern Blot Analysis	25087872	
TER2	TERT	RNA-Protein	Binding	Arabidopsis thaliana	TERT preferentially associates with TER2 over TER2 in vivo	nan	nan	in vivo	26075395	
TERC	TERT	RNA-Protein	Binding	Homo sapiens	tolemerase RNA binds with hTERT and regulates cell cycle	HeLa cervical carcinoma cells	S phase of the cell cycle	in vitro	16339074	
TERC	XRCC6	RNA-Protein	Binding	Homo sapiens	Human Ku70/80 interacts directly with hTR, the RNA component of human telomerase	nan	nan	EMSA	15824061	
TERC	XRCC5	RNA-Protein	Binding	Homo sapiens	Human Ku70/80 interacts directly with hTR, the RNA component of human telomerase	nan	nan	EMSA	15824061	
TERC	PINX1	RNA-Protein	Binding	Homo sapiens	In vitro PinX1 binds directly to the hTR-binding domain, as well as to the hTR subunit.	nan	nan	In vitro	15381700	
TERC	HNRNPA1	RNA-Protein	Binding	Homo sapiens	A1/UP1 can interact directly with the RNA component of human telomerase (hTR).	nan	nan	the binding assay	11376145	
TERC	SCGB1A1	RNA-Protein	Binding	Homo sapiens	UP1 can bind to the 5'half of hTR.	nan	nan	the binding assay	11376145	
TERC	HNRNPC	RNA-Protein	Binding	Homo sapiens	HnRNPs C1 and C2 associate directly with hTR in the native human telomerase holoenzyme.	nan	nan	UV cross-linking and immunoprecipitation	11074006	
TERC	TERT	RNA-Protein	Binding	Homo sapiens	Each of these elements independently binds to the telomerase reverse transcriptase.	nan	nan	in vivo and in vitro	10983983	
TERC	RPL22	RNA-Protein	Binding	Homo sapiens	hStau and L22 specifically associate with hTR in vivo	nan	nan	hTR	10712515	
TERC	STAU1	RNA-Protein	Binding	Homo sapiens	hStau and L22 specifically associate with hTR in vivo	nan	nan	hTR	10712515	
TERC	TEP1	RNA-Protein	Binding	Homo sapiens	TP1 is not a general RNA binding protein, but specifically binds telomerase RNA.	nan	nan	in Vitro and in vivo	9020079	
TERRA	KDM1A	RNA-Protein	Binding	Homo sapiens	LSD1 Binds the UUAGGG Repeat Array of TERRA Transcripts through Its SWIRM/AOL-N-ter Domain	nan	nan	RNA immunoprecipitation	24529708	
TERRA	HNRNPA1	RNA-Protein	Binding	Homo sapiens	On binding of TERRA, hnRNPA1 can alleviate the TERRA-mediated inhibition of telomerase.	nan	nan	RNA-ChIP	23935072	
TERRA	YKU80	RNA-Protein	Binding	Saccharomyces cerevisiae	Ku70/80 binds TERRA	nan	nan	RNA-hromatin immunoprecipitation (RNA-hIP)	22719262	
TERRA	YKU70	RNA-Protein	Binding	Saccharomyces cerevisiae	Ku70/80 binds TERRA	nan	nan	RNA-hromatin immunoprecipitation (RNA-hIP)	22719262	
TERRA	ORC1	RNA-Protein	Binding	Homo sapiens	TERRA RNA can interact directly with the TRF2 GAR and ORC1 to form a stable ternary complex.	nan	helps maintain heterochromatin and DNA stability at telomere repeats	RNA-ChIP	19716786	
TERRA	CBX1	RNA-Protein	Binding	Homo sapiens	HP1a and b bound TERRA RNA, whereas control vector and HP1g did not bind TERRA in the RNA-IP assay.	nan	helps maintain heterochromatin and DNA stability at telomere repeats	RNA-ChIP	19716786	
TERRA	CBX5	RNA-Protein	Binding	Homo sapiens	HP1a and b bound TERRA RNA, whereas control vector and HP1g did not bind TERRA in the RNA-IP assay.	nan	helps maintain heterochromatin and DNA stability at telomere repeats	RNA-ChIP	19716786	
TERRA	H3F3A	RNA-Protein	Binding	Homo sapiens	TERRA was also highly enriched in H3 K9me3 RNA-ChIP	nan	helps maintain heterochromatin and DNA stability at telomere repeats	RNA-ChIP	19716786	
TERRA	TRF1	RNA-Protein	Binding	Homo sapiens	TRF1 and TRF2 associate directly with TERRA RNA in vivo in multiple cell types	nan	helps maintain heterochromatin and DNA stability at telomere repeats	RNA IP	19716786	
TERRA	TRF2	RNA-Protein	Binding	Homo sapiens	TRF1 and TRF2 associate directly with TERRA RNA in vivo in multiple cell types	nan	helps maintain heterochromatin and DNA stability at telomere repeats	RNA IP	19716786	
TERRA	SUV39H1	RNA-Protein	Binding	Homo sapiens	SUV39H1 can bind directly via its N-terminal chromodomain the UUAGGG-repeat array of the TERRA transcript, with moderate specificity.	nan	nan	EMSA	25359189	
TH2LCRR	WDR5	RNA-Protein	Binding	Homo sapiens	Lineage-specific lncRNAs bind to hnRNPs and WDR5	lymphocyte	nan	RIP	25903499	
THRIL	HNRNPL	RNA-Protein	Binding	Homo sapiens	Linc1992 Interacts with hnRNPL to Regulate TNF epsilon Induction	nan	nan	ChIRP	24371310	
TINCR	STAU1	RNA-Protein	Binding	Homo sapiens	TINCR RNA binds to the staufen1 (STAU1) protein directly	nan	nan	in vitro protein-RNA complex immunoprecipitation	23201690	
TINCR	STAU1	RNA-Protein	Binding	Homo sapiens	TINCR could bind to STAU1 (staufen1) protein, and influence KLF2 mRNA stability and expression, then KLF2 regulated cyclin-dependent kinase 	gastric carcinoma (GC)	affecting the proliferation and apoptosis of GC cells	RNA IP	25728677	
TINCR	KLF2	RNA-Protein	Binding	Homo sapiens	KLF2 is a bona fide SMD target in GC cells	gastric carcinoma (GC)	affecting the proliferation and apoptosis of GC cells	RNA immunoprecipitation (RIP)	25728677	
TLC1	EST1	RNA-Protein	Binding	Saccharomyces cerevisiae	an essential Est1-binding interface in TLC1 can be functionally replaced with a heterologous RNA-Protein direct-binding system.	nan	nan	SHAPE analysis	25737580	
TLC1	YKU80	RNA-Protein	Binding	Saccharomyces cerevisiae	An interaction between Ku and TLC1 RNA was demonstrated by co-immunoprecipitation.	nan	nan	Co-Immunoprecipitation	15531893	
TLC1	YKU70	RNA-Protein	Binding	Saccharomyces cerevisiae	An interaction between Ku and TLC1 RNA was demonstrated by co-immunoprecipitation.	nan	nan	Co-Immunoprecipitation	15531893	
TLC1	EST1	RNA-Protein	Binding	Saccharomyces cerevisiae	So Est1 in the telomerase complex is to bind to the Tlc1 telomerase RNA via an RRM.	nan	nan	Mutation	10688642	
Tmevpg1	H3f3a	RNA-Protein	Regulation	Mus musculus	NeST RNA was found to bind WDR5, a component of the histone H3 lysine 4 methytransferase complex, and to alter histone 3 methylation at the interferon gamma locus.	nan	nan	in viro	23415224	
Tmevpg1	Wdr5	RNA-Protein	Binding	Mus musculus	NeST RNA was found to bind WDR5, a component of the histone H3 lysine 4 methytransferase complex, and to alter histone 3 methylation at the interferon gamma locus.	nan	nan	in viro	23415224	
TMPOP2	EZH2	RNA-Protein	Binding	Homo sapiens	TI17313 as EZH2-binding lncRNA in cervical cancer	cervical cancer	inhibited CC cell migration and invasion	RIP	25007342	
TP53COR1	VHL	RNA-Protein	Binding	Homo sapiens	Hypoxia/HIF-1α-induced lincRNA-p21 is able to bind HIF-1α and VHL and thus disrupts the VHL-HIF-1α interaction	nan	nan	in vitro binding assay	24316222	
TP53COR1	ELAVL1	RNA-Protein	Binding	Homo sapiens	Association of the RNA-binding protein HuR with lincRNA-p21 favored the recruitment of let-7/Ago2 to lincRNA-p21, leading to lower lincRNA-p21 stability.	nan	HuR controls translation of a subset of target mRNAs by influencing lincRNA-p21 levels.	RIP	22841487	
TP53COR1	HNRNPK	RNA-Protein	Binding	Homo sapiens	lincRNA-p21 physically interacts with hnRNP-K	nan	signal of triggering apoptosis	RIP	20673990	
Trp53cor1	Hnrnpk	RNA-Protein	Binding	Mus musculus	LincRNA-p21 acts with hnRNP-K as a transcriptional co-activator of p53-mediated expression of p21	primary mouse embryonic fibroblasts (MEFs)	LincRNA-p21 enforces the G1/S checkpoint	RNA FISH, ChIP-qPCR	24857549	
Trp53cor1	Dnmt1	RNA-Protein	Binding	Mus musculus	lincRNA-p21 associates with the H3K9 methyltransferase SETDB1 and the maintenance DNA methyltransferase DNMT2	Induced pluripotent stem cells	nan	RNA immunoprecipitation(RIP)	25512341	
Trp53cor1	Mdm2	RNA-Protein	Binding	Mus musculus	lincRNA-p21, a transcriptional target of p53, feeds back to enhance p53 transcriptional activity, at least in part, via binding to mouse double minute 2 (MDM2), an E3 ubiquitin-protein ligase.	coronary artery	nan	RIP	25156994	
Trp53cor1	Hnrnpk	RNA-Protein	Binding	Mus musculus	lincRNA-p21 physically interacts with hnRNP-K	nan	signal of triggering apoptosis	RIP	20673990	
Tsix	Ezh2	RNA-Protein	Binding	Mus musculus	Our RIP-seq produced a specific and reproducible profile for the PRC2 transcriptome.	nan	bind to the PRC2-chromatin- modifying complex in mESCs.	RIP-seq	21172659	
Tsix	Dnmt3a	RNA-Protein	Binding	Mus musculus	Dnmt3a was reproducibly found in a complex with Tsix RNA in both male and female ES cells	ES cell	nan	RNA-ChIP	16507360	
Ttc39aos1	Pycard	RNA-Protein	Regulation	Mus musculus	lincRNA-EPS acts by repressing a number of pro-apoptotic proteins, most prominently the caspase activating adaptor protein Pycard.	nan	Depleting lincRNA-EPS by shRNAs severely compromised terminal differentiation of erythroid progen-itors and resulted in elevated apoptosis.	in vitro	24609766	
TUG1	PKD2	RNA-Protein	Binding	Homo sapiens	This movement is the consequence of binding of methylated and unmethylated Pc2 to the ncRNAs TUG1 and MALAT1/NEAT2, located in PcGs and ICGs, respectively.	lung	achieving coordinated gene expression programs	CLIP	22078878	
TUG1	EZH2	RNA-Protein	Binding	Homo sapiens	TUG1 is induced by p53, binds to PRC2	nan	nan	RIP	19571010	
TUG1	SUZ12	RNA-Protein	Binding	Homo sapiens	TUG1 is induced by p53, binds to PRC2	nan	nan	RIP	19571010	
TUG1	AGO2	RNA-Protein	Binding	Homo sapiens	RIP experiments were performed to determine whether TUG1 and miR-145 are in the same RISC complex	human bladder cancer cells	-	RIP	26318860	
Tunar	Hnrnpk	RNA-Protein	Binding	Mus musculus	TUNA functions by interacting with the RNA-binding proteins PTBP1, hnRNP-K, and nucleolin	nan	deregulation of hTUNA in the caudate nucleus may be involved in the pathophysiology of HD	RIP	24530304	
Tunar	Ncl	RNA-Protein	Binding	Mus musculus	TUNA functions by interacting with the RNA-binding proteins PTBP1, hnRNP-K, and nucleolin	nan	deregulation of hTUNA in the caudate nucleus may be involved in the pathophysiology of HD	RIP	24530304	
Tunar	Ptbp1	RNA-Protein	Binding	Mus musculus	TUNA functions by interacting with the RNA-binding proteins PTBP1, hnRNP-K, and nucleolin	nan	deregulation of hTUNA in the caudate nucleus may be involved in the pathophysiology of HD	RIP	24530304	
UCA1	PTBP1	RNA-Protein	Binding	Homo sapiens	an interaction of UCA1 and hnRNP I in K562 cells	acute myeloid leukemia	nan	RIP	26053097	
UCA1	PTBP1	RNA-Protein	Binding	Homo sapiens	Interaction of hnRNP I with UCA1 increases the stability of UCA1. When UCA1 is overexpressed, the cytoplasmic hnRNP I is recruited to UCA1 such that less hnRNP I is available to p27, leading cell cycle arrest at G1	Breast	nan	RIP	24457952	
UCA1	HNRNPC	RNA-Protein	Binding	Homo sapiens	Interaction of hnRNP I with UCA1 increases the stability of UCA1.	Breast	nan	FISH	24457952	
UCA1	WNT6	RNA-Protein	Regulation	Homo sapiens	Up-regulation of UCA1 activates Wnt signaling in a Wnt6-dependent manner. We finally demonstrate that UCA1 increases the cisplatin resistance of bladder cancer cells by enhancing the expression of Wnt6.	bladder cancer tissue, cell lines (RT4, T24 etc.)	UCA1 increases chemoresistance of bladder cancer cells 	microarray, qPCR, Western blot, Luciferase reporter assay and RNAi	24495014	
ULK4P2	EZH2	RNA-Protein	Binding	Homo sapiens	 ULK4P2 is physically combined with EZH2	hepatocellular 	nan	RIP	26109807	
VTRNA1-1	SSB	RNA-Protein	Binding	Homo sapiens	La interacts with the vault RNA (both in vivo and in vitro) presumably through binding to 3'uridylates.	nan	nan	in vivo and in vitro	12196535	
VTRNA1-1	TEP1	RNA-Protein	Regulation	Homo sapiens	Using a yeast three-hybrid assay we demonstrate that several of the human vRNAs interact in a sequence-specific manner with TEP1.	nan	nan	In vitro	10551828	
WSPAR	SMARCA4	RNA-Protein	Binding	Homo sapiens	The interaction of lncTCF7 with the three SWI/SNF components was further validated by RNA immunoprecipitation (RIP) 	liver	leading to priming of the self-renewal of liver CSCs and tumor initiation	RIP	25842979	
WSPAR	SMARCB1	RNA-Protein	Binding	Homo sapiens	The interaction of lncTCF7 with the three SWI/SNF components was further validated by RNA immunoprecipitation (RIP) 	liver	leading to priming of the self-renewal of liver CSCs and tumor initiation	RIP	25842979	
Xist	Spen	RNA-Protein	Binding	Mus musculus	Xist silences transcription by directly interacting with SHARP, recruiting SMRT, activating HDAC3, and deacetylating histones to exclude Pol II across the X chromosome	nan	nan	RNA FISH	25915022	
Xist	Hnrnpd	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Celf1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Ddx5	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Dhx9	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Erh	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Srsf10	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpc	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpa1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpab	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpk	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpl	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Elavl1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Ilf3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Khsrp	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Matr3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Myef2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Mybbp1a	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Ptbp1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Raly	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Rbm3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Rbm4	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Rbmxl1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Rnf2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Khdrbs1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Sap18	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Srsf2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Srsf3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Srsf5	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Tra2b	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Ssb	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Alyref	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Zfr	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Xrn2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpdl	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpu	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpa2b1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Nono	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Ddx39b	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Ptbp2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Rbm14	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Rybp	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Spen	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Syncrip	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Wtap	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Sarnp	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Sltm	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Ddx17	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Ilf2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Rnmt	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
